steam_id,user_id,game_count
76561198068393900,76561198068393900,3
76561198072320300,76561198072320300,3
76561198043052300,76561198043052300,3
76561198045356100,76561198045356100,3
76561198177315400,76561198177315400,3
76561198052854300,76561198052854300,3
76561198062142100,chifuru,3
76561198081266800,76561198081266800,3
76561198089161600,76561198089161600,3
76561198067326400,76561198067326400,3
76561198024383900,towolam,3
76561198078145200,shont,3
76561198098266700,76561198098266700,3
76561198064935600,76561198064935600,3
76561197980201700,76561197980201700,3
76561197990253100,76561197990253100,3
76561197990839300,76561197990839300,3
76561197991422900,76561197991422900,3
76561197992664300,76561197992664300,3
76561197994197400,justin_j_gibson,3
76561197994765000,rikezenho,3
76561197998166500,76561197998166500,3
76561197999151300,76561197999151300,3
76561197999907800,AwesomeHatMan,3
76561198001559500,76561198001559500,3
76561198002741000,76561198002741000,3
76561198003160100,45378665,3
76561198003578200,76561198003578200,3
76561198006146900,76561198006146900,3
76561198007574200,edwardza,3
76561198009000800,76561198009000800,3
76561198009729400,76561198009729400,3
76561198010565100,76561198010565100,3
76561198011066100,naked_flame,3
76561198011620500,76561198011620500,3
76561198012089000,76561198012089000,3
76561198012423400,76561198012423400,3
76561198012652200,acciolao,3
76561198013657700,76561198013657700,3
76561198016505900,76561198016505900,3
76561198020402100,76561198020402100,3
76561198021131900,76561198021131900,3
76561198022116800,76561198022116800,3
76561198022664500,76561198022664500,3
76561198025486300,AmeliaDearest,3
76561198026084800,76561198026084800,3
76561198026125300,76561198026125300,3
76561198027054300,76561198027054300,3
76561198027082700,76561198027082700,3
76561198027233500,hkgfung,3
76561198027812600,76561198027812600,3
76561198027962500,slylev,3
76561198028369500,76561198028369500,3
76561198028589200,76561198028589200,3
76561198028754300,76561198028754300,3
76561198028960700,ocweagle,3
76561198029663300,76561198029663300,3
76561198029858000,doompizza,3
76561198030429900,76561198030429900,3
76561198030631000,76561198030631000,3
76561198031072900,xPaNIcZx,3
76561198032359800,76561198032359800,3
76561198032420600,76561198032420600,3
76561198033299900,76561198033299900,3
76561198033326300,76561198033326300,3
76561198033626100,76561198033626100,3
76561198035098300,76561198035098300,3
76561198035592100,76561198035592100,3
76561198035594600,76561198035594600,3
76561198035793400,76561198035793400,3
76561198036357700,76561198036357700,3
76561198036823400,76561198036823400,3
76561198036960200,76561198036960200,3
76561198037377800,76561198037377800,3
76561198038342200,76561198038342200,3
76561198039887400,76561198039887400,3
76561198040568000,76561198040568000,3
76561198040775400,76561198040775400,3
76561198041097700,76561198041097700,3
76561198041124200,76561198041124200,3
76561198041162600,76561198041162600,3
76561198041857800,76561198041857800,3
76561198042117800,76561198042117800,3
76561198042267500,76561198042267500,3
76561198042720200,76561198042720200,3
76561198042736600,76561198042736600,3
76561198042757900,76561198042757900,3
76561198042762500,76561198042762500,3
76561198042908400,76561198042908400,3
76561198043078400,76561198043078400,3
76561198043142800,76561198043142800,3
76561198043359300,76561198043359300,3
76561198043583000,76561198043583000,3
76561198043686700,76561198043686700,3
76561198043788200,76561198043788200,3
76561198043794000,76561198043794000,3
76561198043884400,76561198043884400,3
76561198044023200,76561198044023200,3
76561198044204500,76561198044204500,3
76561198044209300,magicoluan,3
76561198044375600,76561198044375600,3
76561198044445100,76561198044445100,3
76561198044449300,76561198044449300,3
76561198044727900,76561198044727900,3
76561198044761000,76561198044761000,3
76561198044781500,76561198044781500,3
76561198044795900,76561198044795900,3
76561198044813100,76561198044813100,3
76561198044839700,76561198044839700,3
76561198044862800,76561198044862800,3
76561198044872600,76561198044872600,3
76561198044948800,76561198044948800,3
76561198045045900,sakuya_g,3
76561198045076100,pikarchoo,3
76561198045152700,76561198045152700,3
76561198045181000,Adampadam666,3
76561198045260000,76561198045260000,3
76561198045554200,76561198045554200,3
76561198045560100,76561198045560100,3
76561198045788400,76561198045788400,3
76561198045796900,76561198045796900,3
76561198045828300,76561198045828300,3
76561198045987200,76561198045987200,3
76561198046080000,76561198046080000,3
76561198046095300,The_Adonis,3
76561198046315300,76561198046315300,3
76561198046334600,76561198046334600,3
76561198046408000,76561198046408000,3
76561198046533900,WandererRedux,3
76561198046564700,76561198046564700,3
76561198046631300,76561198046631300,3
76561198046785500,76561198046785500,3
76561198046888700,76561198046888700,3
76561198046925300,76561198046925300,3
76561198047032500,applezzz,3
76561198047271200,76561198047271200,3
76561198047322500,76561198047322500,3
76561198047373600,76561198047373600,3
76561198047559400,76561198047559400,3
76561198047624500,76561198047624500,3
76561198047630600,76561198047630600,3
76561198047636800,76561198047636800,3
76561198047772600,76561198047772600,3
76561198047879400,76561198047879400,3
76561198047944300,76561198047944300,3
76561198048064800,aarone,3
76561198048079100,superawesomedude0899,3
76561198048234600,alaskenboy,3
76561198048496400,76561198048496400,3
76561198048502800,76561198048502800,3
76561198048652600,76561198048652600,3
76561198048754900,76561198048754900,3
76561198048761000,76561198048761000,3
76561198049135200,NesianPower1,3
76561198049268300,76561198049268300,3
76561198049387100,76561198049387100,3
76561198049435000,76561198049435000,3
76561198049435300,76561198049435300,3
76561198049746000,45979,3
76561198049908200,Ranks,3
76561198049913400,102705195,3
76561198050124300,76561198050124300,3
76561198050232900,76561198050232900,3
76561198050234000,76561198050234000,3
76561198050242900,nickpower3,3
76561198050253400,76561198050253400,3
76561198050352500,fuckmittromney,3
76561198050634400,76561198050634400,3
76561198050877900,HeroicHuckleberry,3
76561198050881000,76561198050881000,3
76561198050935300,76561198050935300,3
76561198050944300,76561198050944300,3
76561198050956800,jak1245,3
76561198051365000,76561198051365000,3
76561198051443400,tomsaxo,3
76561198051577500,76561198051577500,3
76561198051632600,76561198051632600,3
76561198051703300,derajnb,3
76561198051837000,76561198051837000,3
76561198051838800,76561198051838800,3
76561198051903600,76561198051903600,3
76561198052106800,76561198052106800,3
76561198052192900,76561198052192900,3
76561198052408600,76561198052408600,3
76561198052510600,76561198052510600,3
76561198052562500,76561198052562500,3
76561198052577300,nato876,3
76561198052926000,76561198052926000,3
76561198053001100,76561198053001100,3
76561198053086500,76561198053086500,3
76561198053318100,76561198053318100,3
76561198053665500,76561198053665500,3
76561198053784600,76561198053784600,3
76561198053787200,76561198053787200,3
76561198053870900,76561198053870900,3
76561198054034000,76561198054034000,3
76561198054147300,76561198054147300,3
76561198054152500,SpideySensibility,3
76561198054284900,76561198054284900,3
76561198054481100,76561198054481100,3
76561198054553100,theboywhocryswolf,3
76561198054598500,76561198054598500,3
76561198054795300,76561198054795300,3
76561198054840100,76561198054840100,3
76561198054840100,76561198054840100,3
76561198054876700,76561198054876700,3
76561198054907000,Aysez,3
76561198055111400,76561198055111400,3
76561198055306500,hithereaoisdja,3
76561198055673400,76561198055673400,3
76561198055760700,76561198055760700,3
76561198055812100,76561198055812100,3
76561198056065600,76561198056065600,3
76561198056177000,76561198056177000,3
76561198056373900,76561198056373900,3
76561198056385700,76561198056385700,3
76561198056487400,76561198056487400,3
76561198056594500,76561198056594500,3
76561198056639600,76561198056639600,3
76561198056724600,76561198056724600,3
76561198056819200,thecoolestintown,3
76561198056876800,76561198056876800,3
76561198056913700,76561198056913700,3
76561198056984500,76561198056984500,3
76561198057081100,76561198057081100,3
76561198057161000,76561198057161000,3
76561198057321000,76561198057321000,3
76561198057483900,76561198057483900,3
76561198057540100,76561198057540100,3
76561198057570400,76561198057570400,3
76561198057637900,76561198057637900,3
76561198057739200,76561198057739200,3
76561198057924000,76561198057924000,3
76561198057924500,76561198057924500,3
76561198057949200,76561198057949200,3
76561198058101500,76561198058101500,3
76561198058108200,76561198058108200,3
76561198058148900,HazWazHere,3
76561198058176700,76561198058176700,3
76561198058326600,schmil_blick,3
76561198058326900,76561198058326900,3
76561198058516500,76561198058516500,3
76561198058565400,76561198058565400,3
76561198058661200,76561198058661200,3
76561198058735600,76561198058735600,3
76561198058793900,76561198058793900,3
76561198058793900,76561198058793900,3
76561198058823100,76561198058823100,3
76561198058943200,76561198058943200,3
76561198058974500,76561198058974500,3
76561198059006000,76561198059006000,3
76561198059065700,76561198059065700,3
76561198059069100,76561198059069100,3
76561198059151100,76561198059151100,3
76561198059181500,wjap,3
76561198059207500,76561198059207500,3
76561198059208500,76561198059208500,3
76561198059398000,76561198059398000,3
76561198059588900,Deathceptionist,3
76561198059597700,76561198059597700,3
76561198059662100,76561198059662100,3
76561198059689000,76561198059689000,3
76561198059719700,76561198059719700,3
76561198059728300,76561198059728300,3
76561198059744700,76561198059744700,3
76561198059746700,76561198059746700,3
76561198059755900,76561198059755900,3
76561198059787000,76561198059787000,3
76561198059868600,76561198059868600,3
76561198060001600,76561198060001600,3
76561198060013700,76561198060013700,3
76561198060019800,76561198060019800,3
76561198060218900,76561198060218900,3
76561198060275900,Thistal,3
76561198060401200,76561198060401200,3
76561198060420000,ThunderSaberCycle,3
76561198060489500,76561198060489500,3
76561198060714300,76561198060714300,3
76561198060854200,Kurpes,3
76561198060872900,76561198060872900,3
76561198060886500,76561198060886500,3
76561198060942400,76561198060942400,3
76561198061048700,76561198061048700,3
76561198061122400,76561198061122400,3
76561198061149900,76561198061149900,3
76561198061210000,ductran_asian-boy1000,3
76561198061234200,76561198061234200,3
76561198061299400,estragoneX,3
76561198061354700,76561198061354700,3
76561198061390800,76561198061390800,3
76561198061436200,76561198061436200,3
76561198061479000,76561198061479000,3
76561198061525200,76561198061525200,3
76561198061641400,76561198061641400,3
76561198061725000,76561198061725000,3
76561198061771400,76561198061771400,3
76561198061903400,76561198061903400,3
76561198061931500,76561198061931500,3
76561198061936200,76561198061936200,3
76561198061960900,76561198061960900,3
76561198061976800,76561198061976800,3
76561198061990600,76561198061990600,3
76561198062118800,76561198062118800,3
76561198062134000,76561198062134000,3
76561198062158500,76561198062158500,3
76561198062214500,76561198062214500,3
76561198062318100,76561198062318100,3
76561198062458500,76561198062458500,3
76561198062483100,JenglishAdvocator,3
76561198062503100,76561198062503100,3
76561198062513400,sercispaps,3
76561198062529400,76561198062529400,3
76561198062544700,76561198062544700,3
76561198062599400,pissofpiss,3
76561198062630900,76561198062630900,3
76561198062691400,76561198062691400,3
76561198062701100,76561198062701100,3
76561198062714800,76561198062714800,3
76561198062917500,hussdakiller,3
76561198062957900,76561198062957900,3
76561198062982000,76561198062982000,3
76561198063046100,76561198063046100,3
76561198063064900,76561198063064900,3
76561198063147100,76561198063147100,3
76561198063179600,76561198063179600,3
76561198063190700,76561198063190700,3
76561198063229400,76561198063229400,3
76561198063333500,76561198063333500,3
76561198063416800,76561198063416800,3
76561198063430400,76561198063430400,3
76561198063445400,76561198063445400,3
76561198063673300,76561198063673300,3
76561198063677400,76561198063677400,3
76561198063810800,Davecho,3
76561198063852700,76561198063852700,3
76561198063856800,76561198063856800,3
76561198063942400,76561198063942400,3
76561198063964500,76561198063964500,3
76561198063987500,76561198063987500,3
76561198064118500,76561198064118500,3
76561198064142100,76561198064142100,3
76561198064307000,76561198064307000,3
76561198064327100,76561198064327100,3
76561198064603100,76561198064603100,3
76561198064620200,76561198064620200,3
76561198064621900,76561198064621900,3
76561198064640600,76561198064640600,3
76561198064739500,76561198064739500,3
76561198064746400,bcloudys,3
76561198064769600,76561198064769600,3
76561198064781500,76561198064781500,3
76561198064782800,NINJA55,3
76561198064836300,76561198064836300,3
76561198064873000,76561198064873000,3
76561198064878500,76561198064878500,3
76561198064937200,76561198064937200,3
76561198065001200,76561198065001200,3
76561198065005100,76561198065005100,3
76561198065038100,DozeBalls,3
76561198065068900,76561198065068900,3
76561198065093200,76561198065093200,3
76561198065119500,76561198065119500,3
76561198065220000,76561198065220000,3
76561198065370100,MasterGamersPlayer,3
76561198065377000,76561198065377000,3
76561198065393900,76561198065393900,3
76561198065423400,76561198065423400,3
76561198065516600,76561198065516600,3
76561198065543500,76561198065543500,3
76561198065584500,76561198065584500,3
76561198065591400,76561198065591400,3
76561198065758000,76561198065758000,3
76561198065810100,76561198065810100,3
76561198065819200,chelsea160402,3
76561198065848100,76561198065848100,3
76561198065853900,76561198065853900,3
76561198065892000,76561198065892000,3
76561198065922700,76561198065922700,3
76561198065985500,76561198065985500,3
76561198066061500,76561198066061500,3
76561198066119300,76561198066119300,3
76561198066134500,76561198066134500,3
76561198066140300,76561198066140300,3
76561198066183100,76561198066183100,3
76561198066189700,76561198066189700,3
76561198066215600,76561198066215600,3
76561198066246400,76561198066246400,3
76561198066267700,76561198066267700,3
76561198066269300,76561198066269300,3
76561198066269300,76561198066269300,3
76561198066316600,76561198066316600,3
76561198066328500,Viciadoemjogos,3
76561198066339700,76561198066339700,3
76561198066372700,76561198066372700,3
76561198066382500,76561198066382500,3
76561198066439300,76561198066439300,3
76561198066462100,76561198066462100,3
76561198066470700,76561198066470700,3
76561198066476200,76561198066476200,3
76561198066498800,pulentatuhistoriachoro,3
76561198066569200,76561198066569200,3
76561198066602100,76561198066602100,3
76561198066676800,76561198066676800,3
76561198066684200,76561198066684200,3
76561198066705400,76561198066705400,3
76561198066710200,vampire69dragoon,3
76561198066739000,76561198066739000,3
76561198066750600,76561198066750600,3
76561198066765500,drmaggie,3
76561198066800200,Sergeant_Steel,3
76561198066821400,76561198066821400,3
76561198066822300,76561198066822300,3
76561198066833800,76561198066833800,3
76561198066851400,76561198066851400,3
76561198066870200,76561198066870200,3
76561198066884000,76561198066884000,3
76561198066960900,76561198066960900,3
76561198067003000,76561198067003000,3
76561198067025100,76561198067025100,3
76561198067037700,76561198067037700,3
76561198067040800,76561198067040800,3
76561198067043300,76561198067043300,3
76561198067106300,7Meli,3
76561198067120100,katie78790,3
76561198067167400,imranfarook,3
76561198067213000,76561198067213000,3
76561198067286000,76561198067286000,3
76561198067299400,76561198067299400,3
76561198067350600,76561198067350600,3
76561198067365700,76561198067365700,3
76561198067385400,76561198067385400,3
76561198067437400,76561198067437400,3
76561198067482800,76561198067482800,3
76561198067500100,Mir007,3
76561198067504900,76561198067504900,3
76561198067507500,dope_kidd,3
76561198067519500,76561198067519500,3
76561198067534800,76561198067534800,3
76561198067603900,SMDA,3
76561198067657600,76561198067657600,3
76561198067666700,76561198067666700,3
76561198067669300,76561198067669300,3
76561198067725900,76561198067725900,3
76561198067737600,76561198067737600,3
76561198067786300,76561198067786300,3
76561198067824100,76561198067824100,3
76561198067875300,RagingDimSim,3
76561198067894300,76561198067894300,3
76561198068066900,76561198068066900,3
76561198068127000,76561198068127000,3
76561198068138700,Pelicam,3
76561198068167700,76561198068167700,3
76561198068204800,76561198068204800,3
76561198068243200,76561198068243200,3
76561198068255900,76561198068255900,3
76561198068287100,76561198068287100,3
76561198068373100,cooltitan,3
76561198068461300,76561198068461300,3
76561198068493400,76561198068493400,3
76561198068525400,76561198068525400,3
76561198068605700,76561198068605700,3
76561198068606100,76561198068606100,3
76561198068606300,76561198068606300,3
76561198068613000,76561198068613000,3
76561198068615200,76561198068615200,3
76561198068630400,76561198068630400,3
76561198068691000,76561198068691000,3
76561198068702100,gilps,3
76561198068728100,76561198068728100,3
76561198068803600,142412412124142,3
76561198068858600,Jorsta_,3
76561198068889900,30XxPikachuxX03,3
76561198068925900,76561198068925900,3
76561198068939200,76561198068939200,3
76561198068967200,76561198068967200,3
76561198069007500,76561198069007500,3
76561198069028400,kalwish1,3
76561198069064000,76561198069064000,3
76561198069075400,76561198069075400,3
76561198069090300,76561198069090300,3
76561198069126200,76561198069126200,3
76561198069164200,76561198069164200,3
76561198069308100,76561198069308100,3
76561198069311400,76561198069311400,3
76561198069330900,76561198069330900,3
76561198069345100,FireTeamFoxTrot,3
76561198069394200,76561198069394200,3
76561198069406700,76561198069406700,3
76561198069410900,76561198069410900,3
76561198069472900,76561198069472900,3
76561198069481800,76561198069481800,3
76561198069488400,76561198069488400,3
76561198069528500,76561198069528500,3
76561198069541400,76561198069541400,3
76561198069550700,76561198069550700,3
76561198069558600,restman99,3
76561198069595500,76561198069595500,3
76561198069599000,76561198069599000,3
76561198069600100,76561198069600100,3
76561198069600400,lukeluk1,3
76561198069610200,76561198069610200,3
76561198069623700,76561198069623700,3
76561198069669900,76561198069669900,3
76561198069670000,76561198069670000,3
76561198069677400,76561198069677400,3
76561198069744900,76561198069744900,3
76561198069778300,76561198069778300,3
76561198069826800,76561198069826800,3
76561198069850200,76561198069850200,3
76561198069872600,yanay12,3
76561198069905700,76561198069905700,3
76561198069911700,76561198069911700,3
76561198069933200,76561198069933200,3
76561198069952700,76561198069952700,3
76561198070010200,76561198070010200,3
76561198070023400,76561198070023400,3
76561198070100700,76561198070100700,3
76561198070132900,76561198070132900,3
76561198070176000,B_-3CC13S1A-_,3
76561198070191500,naziintheoven,3
76561198070209600,76561198070209600,3
76561198070255500,76561198070255500,3
76561198070255600,76561198070255600,3
76561198070266000,oxnypognip,3
76561198070289900,TonyMei,3
76561198070329200,76561198070329200,3
76561198070340900,76561198070340900,3
76561198070357700,76561198070357700,3
76561198070419300,76561198070419300,3
76561198070430500,76561198070430500,3
76561198070472500,76561198070472500,3
76561198070478200,Snakeyes16,3
76561198070480600,76561198070480600,3
76561198070591900,76561198070591900,3
76561198070620800,76561198070620800,3
76561198070637400,76561198070637400,3
76561198070700400,76561198070700400,3
76561198070704100,76561198070704100,3
76561198070705600,76561198070705600,3
76561198070720800,76561198070720800,3
76561198070723000,76561198070723000,3
76561198070730300,76561198070730300,3
76561198070767800,76561198070767800,3
76561198070771900,76561198070771900,3
76561198070779300,76561198070779300,3
76561198070801900,76561198070801900,3
76561198070818400,76561198070818400,3
76561198070931100,76561198070931100,3
76561198070939000,76561198070939000,3
76561198070939400,76561198070939400,3
76561198070940800,76561198070940800,3
76561198070984100,76561198070984100,3
76561198071029700,76561198071029700,3
76561198071041700,76561198071041700,3
76561198071051700,76561198071051700,3
76561198071066900,76561198071066900,3
76561198071084300,76561198071084300,3
76561198071096600,76561198071096600,3
76561198071102200,rfghrdjhrj,3
76561198071162200,76561198071162200,3
76561198071168900,76561198071168900,3
76561198071191100,76561198071191100,3
76561198071237700,76561198071237700,3
76561198071252400,76561198071252400,3
76561198071272600,76561198071272600,3
76561198071299700,76561198071299700,3
76561198071312300,76561198071312300,3
76561198071369300,76561198071369300,3
76561198071375000,76561198071375000,3
76561198071392900,76561198071392900,3
76561198071451700,76561198071451700,3
76561198071484700,76561198071484700,3
76561198071522100,76561198071522100,3
76561198071546300,76561198071546300,3
76561198071548400,76561198071548400,3
76561198071557300,76561198071557300,3
76561198071560200,76561198071560200,3
76561198071599400,76561198071599400,3
76561198071613300,76561198071613300,3
76561198071623500,76561198071623500,3
76561198071631700,76561198071631700,3
76561198071705800,76561198071705800,3
76561198071715800,76561198071715800,3
76561198071735900,76561198071735900,3
76561198071756500,76561198071756500,3
76561198071780600,76561198071780600,3
76561198071836400,76561198071836400,3
76561198071842300,76561198071842300,3
76561198071859900,76561198071859900,3
76561198071909700,76561198071909700,3
76561198071949100,76561198071949100,3
76561198071962700,76561198071962700,3
76561198071973900,76561198071973900,3
76561198071994300,76561198071994300,3
76561198072020600,sittinglyra,3
76561198072026800,76561198072026800,3
76561198072031200,76561198072031200,3
76561198072068800,76561198072068800,3
76561198072123900,76561198072123900,3
76561198072132800,76561198072132800,3
76561198072165200,76561198072165200,3
76561198072235400,76561198072235400,3
76561198072246800,76561198072246800,3
76561198072266900,76561198057,3
76561198072298000,76561198072298000,3
76561198072315600,76561198072315600,3
76561198072332200,76561198072332200,3
76561198072345700,dber58,3
76561198072389700,1454235887,3
76561198072438600,76561198072438600,3
76561198072455600,76561198072455600,3
76561198072505200,76561198072505200,3
76561198072514700,76561198072514700,3
76561198072532500,76561198072532500,3
76561198072565400,76561198072565400,3
76561198072649400,76561198072649400,3
76561198072719100,76561198072719100,3
76561198072747200,76561198072747200,3
76561198072806200,76561198072806200,3
76561198072809900,TAC0LORD,3
76561198072818800,76561198072818800,3
76561198072862000,76561198072862000,3
76561198072889800,76561198072889800,3
76561198072906900,76561198072906900,3
76561198072909500,76561198072909500,3
76561198072913300,76561198072913300,3
76561198072914600,76561198072914600,3
76561198072918800,76561198072918800,3
76561198072920300,76561198072920300,3
76561198072933900,76561198072933900,3
76561198072937300,76561198072937300,3
76561198073002900,76561198073002900,3
76561198073007600,76561198073007600,3
76561198073023100,76561198073023100,3
76561198073030100,76561198073030100,3
76561198073067200,76561198073067200,3
76561198073077300,76561198073077300,3
76561198073086200,76561198073086200,3
76561198073097100,76561198073097100,3
76561198073170900,76561198073170900,3
76561198073206700,76561198073206700,3
76561198073239500,76561198073239500,3
76561198073256800,76561198073256800,3
76561198073305500,mandiok10,3
76561198073388900,76561198073388900,3
76561198073392600,76561198073392600,3
76561198073429000,76561198073429000,3
76561198073430600,76561198073430600,3
76561198073453600,76561198073453600,3
76561198073528500,76561198073528500,3
76561198073555100,76561198073555100,3
76561198073560500,76561198073560500,3
76561198073587500,76561198073587500,3
76561198073589500,76561198073589500,3
76561198073601100,76561198073601100,3
76561198073637300,76561198073637300,3
76561198073650400,76561198073650400,3
76561198073845500,76561198073845500,3
76561198073866500,76561198073866500,3
76561198073882900,76561198073882900,3
76561198073934600,76561198073934600,3
76561198073971700,76561198073971700,3
76561198074034300,fadas56,3
76561198074062200,76561198074062200,3
76561198074131800,frost998877,3
76561198074134300,76561198074134300,3
76561198074144200,76561198074144200,3
76561198074168400,76561198074168400,3
76561198074171600,76561198074171600,3
76561198074200700,76561198074200700,3
76561198074254200,76561198074254200,3
76561198074283800,76561198074283800,3
76561198074287700,76561198074287700,3
76561198074384500,76561198074384500,3
76561198074453500,76561198074453500,3
76561198074486900,76561198074486900,3
76561198074489300,brazloor,3
76561198074544100,joam222,3
76561198074571400,76561198074571400,3
76561198074575000,xaustrue,3
76561198074582600,76561198074582600,3
76561198074607300,76561198074607300,3
76561198074610300,76561198074610300,3
76561198074647200,76561198074647200,3
76561198074648900,76561198074648900,3
76561198074718700,76561198074718700,3
76561198074735600,76561198074735600,3
76561198074749300,DorigoZ8,3
76561198074770300,76561198074770300,3
76561198074774700,MrxFussioN,3
76561198074871400,76561198074871400,3
76561198074966100,76561198074966100,3
76561198075035700,76561198075035700,3
76561198075049500,76561198075049500,3
76561198075115000,76561198075115000,3
76561198075122600,76561198075122600,3
76561198075264500,76561198075264500,3
76561198075265800,joyride321,3
76561198075315200,76561198075315200,3
76561198075321900,76561198075321900,3
76561198075363700,86674482,3
76561198075372500,76561198075372500,3
76561198075443200,76561198075443200,3
76561198075456100,76561198075456100,3
76561198075624200,rory2612,3
76561198075836600,76561198075836600,3
76561198075853200,76561198075853200,3
76561198075869600,76561198075869600,3
76561198075878400,76561198075878400,3
76561198075906100,fade_protection,3
76561198076044700,76561198076044700,3
76561198076074000,76561198076074000,3
76561198076121400,76561198076121400,3
76561198076125000,76561198076125000,3
76561198076229700,beardedmanwithpie,3
76561198076241000,staticprodigy,3
76561198076276800,76561198076276800,3
76561198076299700,76561198076299700,3
76561198076386200,76561198076386200,3
76561198076390200,76561198076390200,3
76561198076413000,76561198076413000,3
76561198076473900,kola101,3
76561198076480500,76561198076480500,3
76561198076579800,76561198076579800,3
76561198076636200,76561198076636200,3
76561198076654500,76561198076654500,3
76561198076689100,mostdefnoquestion,3
76561198076718400,76561198076718400,3
76561198076720300,76561198076720300,3
76561198076818600,76561198076818600,3
76561198076839700,76561198076839700,3
76561198077031800,76561198077031800,3
